Date,GDP,CPI,Rate
2000-01-01,0.5,0.02,1.0
2000-02-01,0.5978020321120082,-0.4438268777029964,1.2174178353480416
2000-03-01,0.7432854039265254,-0.16039755484325594,2.262513198207401
2000-04-01,0.877621817408329,0.381773497635457,2.566477864652438
2000-05-01,1.1139639701986082,0.5587448109655606,3.055312687607398
2000-06-01,1.1174279692621862,0.27542444801892463,3.82163115371934
2000-07-01,1.0015435839179847,0.30621542997356066,3.924792165078318
2000-08-01,1.0991704381728407,0.21690564164694215,4.372588257535601
2000-09-01,0.5488773339278861,-0.3299471775258848,4.592198429311399
2000-10-01,0.48136183552470974,-0.09135637132513462,4.706724637925173
2000-11-01,0.5315036232786834,0.0006029270557620058,5.348808217346204
2000-12-01,0.5435405329374623,0.06814398751948363,5.020494746164777
2001-01-01,0.66214527366649,0.24540319190141813,5.184032443020218
2001-02-01,0.8551210881874101,0.39240146293205147,5.379903932036527
2001-03-01,0.1423455712625068,0.3690411318003148,5.7860262489809715
2001-04-01,0.26689197639540874,-0.06950511133090032,5.700874898245786
2001-05-01,0.6262075576289772,-0.3026347833469766,5.004584434768463
2001-06-01,0.5424219452489393,0.03828884127279014,5.346741831492745
2001-07-01,0.2977568363208967,-0.2293666596284893,5.178290334528426
2001-08-01,0.5841206980346099,-0.7696761017124419,5.181612705436796
2001-09-01,-0.07781817741493702,0.11574234492338153,5.071459057303667
2001-10-01,-0.27350950785941835,0.10728773921111392,4.8474123930307025
2001-11-01,0.2939591233136567,0.18731426325866612,4.787535202612083
2001-12-01,0.6035225000790285,0.1785958579686937,4.561301162730795
2002-01-01,1.1218439872204353,0.5023661275367055,5.309672181230972
2002-02-01,1.080785690425877,0.3658287029651235,5.756137802167607
2002-03-01,0.4316606571877563,0.3009901264337018,5.71114597068283
2002-04-01,0.6035441144630311,0.8326241736088437,5.365361054222571
2002-05-01,0.40930171032538293,0.513142278539516,5.50756081325195
2002-06-01,0.31028006026128874,0.2286307186674333,5.7354074163768605
2002-07-01,0.32719209359378093,0.5840841268152068,5.695617031943225
2002-08-01,0.7240481276538088,1.1709470030829103,5.167071445872754
2002-09-01,0.6131175366148911,0.9142225724990637,5.575520199354306
2002-10-01,0.43148793961817566,0.8864827928691992,5.709093759866209
2002-11-01,0.151807664342792,0.779794319183364,5.834678576640554
2002-12-01,0.44584373043107234,0.6419073854307636,5.68796967518809
2003-01-01,-0.004909486978796895,0.4327475800313242,6.343903647285188
2003-02-01,0.38219846622698084,0.3664812960488827,6.420156713442626
2003-03-01,0.3201088640672811,0.15708845249802958,5.959245323950411
2003-04-01,-0.4646020699985692,-0.17271623886911225,5.545262565537733
2003-05-01,-0.43936198959001316,-0.15601614653676918,5.355179398105564
2003-06-01,0.5914952285565335,0.08040557873241043,4.9922375404958235
2003-07-01,-0.1053707642543088,-0.487031813906131,4.911520139338018
2003-08-01,-0.5469770669370346,-0.2247121033662233,4.846329527122621
2003-09-01,-0.4242013074422324,0.1444951471039483,4.596490935300164
2003-10-01,0.07683930803027716,-0.22693530712808418,4.547352682910393
2003-11-01,0.15188751685006013,-0.39010325898224485,4.313963157319107
2003-12-01,0.26659721977583856,-0.1450522921021689,4.342637199389374
2004-01-01,0.184364147715325,0.17032341629901893,4.321379372788008
2004-02-01,0.23104909360135698,-0.10498492461508918,4.4911924236165355
2004-03-01,-0.46086289755689097,-0.6797868870731244,4.647968697420819
2004-04-01,0.14095662129555542,0.032982597700816185,4.939571188161559
2004-05-01,0.5081072018801112,-0.24314703791876746,4.505724992647487
2004-06-01,1.2611685416341083,0.1961743816022617,4.793676546785633
2004-07-01,0.9266202401952467,0.08190806865915162,4.25395170279766
2004-08-01,0.49583946564871473,0.04451123563815207,4.442532111856314
2004-09-01,0.5423600050814454,0.3139470831059157,4.822712734903225
2004-10-01,0.35211942447362743,-0.05307467951253647,4.941512609259579
2004-11-01,0.3154383414605578,-0.08773007995766019,4.829940059163492
2004-12-01,0.6224128252494908,-0.11878080277101946,4.872107637357162
2005-01-01,-0.002118054134017666,-0.1638843629777439,4.610531965265388
2005-02-01,0.09892546754190394,-0.4588458274652759,4.763031956294411
2005-03-01,-0.42275579776303573,-0.34769355164419125,4.823935953363956
2005-04-01,-0.6263376293965304,-0.26841829508293497,4.643313457147474
2005-05-01,-0.4784498775415685,-0.20388272291986553,4.305507624282376
2005-06-01,-0.11656284962691985,-0.3292647201364485,4.602095992728664
2005-07-01,-0.22838696926123186,-0.21655844597980287,4.67234665936976
2005-08-01,0.15282206732633585,0.4223042886525199,4.661726599288105
2005-09-01,0.0861135897608856,0.05279995376170987,4.774001605816409
2005-10-01,-0.04658688949949233,0.016534736406996417,5.050147420205148
2005-11-01,-0.6990645315889867,-0.31058631223832933,4.6930967207119725
2005-12-01,-0.14622430075465365,-0.15116564086943074,4.741711659039676
2006-01-01,0.20216849416972688,0.19414350901311442,5.311724661718773
2006-02-01,-0.009215211489247033,0.6294836674769171,5.5494374521826275
2006-03-01,0.16030504453918443,0.5703339924633986,6.072626531401747
2006-04-01,-0.30352950503408194,0.20192979896403043,5.856867855291395
2006-05-01,-0.3785079082800331,0.4708031295325825,5.348312737052769
2006-06-01,-0.9713261888778376,-0.3066274085249138,4.818895830076572
2006-07-01,-1.1518561428383887,-0.15193106979347012,4.434491994220295
2006-08-01,-0.9909463756061622,-0.13284011697529574,4.4540002863237795
2006-09-01,-0.6723204979524808,-0.12382777085397029,4.741200500188068
2006-10-01,-0.787093647817878,-0.202641895546606,4.694195462936236
2006-11-01,-0.9487540668196499,-0.32699637684003696,4.616267042072169
2006-12-01,-0.9612695784756862,0.30269247773100677,4.3502130226668925
2007-01-01,-0.9663306986133562,-0.1973283962872692,4.265325649549112
2007-02-01,-0.9697559261327959,-0.6238194762542545,3.637437680319608
2007-03-01,-0.5455679509457456,-0.019475184072601848,3.4595790638983877
2007-04-01,0.09180628058385959,-0.2905040946666538,3.7197396049068776
2007-05-01,-0.22987615603531836,-0.5998752511585512,4.381167181298066
2007-06-01,0.30758814856201544,-0.20131445841704657,4.503203969905894
2007-07-01,0.36006596193785156,0.2998225719884183,4.554534656617071
2007-08-01,0.7363061718032051,0.4126838698373696,4.618476138520055
2007-09-01,0.5645228987362994,0.415029422668706,5.022947046169686
2007-10-01,0.584069220864351,0.5917968300224206,5.008776760153731
2007-11-01,0.3961316850234203,0.4875027984706981,5.211838627099503
2007-12-01,0.6561112020557668,-0.13336543314458482,4.693533978820059
2008-01-01,-0.02318208276859479,-0.5188428700952645,4.308801918306957
2008-02-01,-0.762864911407461,-1.0615806852948486,4.00117918752155
2008-03-01,-0.5207940520327314,-0.19653511929039735,4.1147718626174035
2008-04-01,-0.21566309310920467,0.13560703466966034,4.665275386995516
